GENESIS-Tabelle: 46331-0004;;;;;;;;;
Umgeschlagene Güter (Seeverkehr): Deutschland, Monate,;;;;;;;;;
Güterabteilungen, Hauptverkehrsbeziehungen,;;;;;;;;;
Flagge des Schiffes;;;;;;;;;
Seeverkehrsstatistik;;;;;;;;;
Deutschland;;;;;;;;;
;;;;Umgeschlagene Güter;Umgeschlagene Güter;Umgeschlagene Güter;Umgeschlagene Güter;Umgeschlagene Güter;Umgeschlagene Güter
;;;;Verkehr innerhalb Deutschlands;Verkehr innerhalb Deutschlands;Grenzüberschreitender Versand;Grenzüberschreitender Versand;Grenzüberschreitender Empfang;Grenzüberschreitender Empfang
;;;;Flagge des Schiffes;Flagge des Schiffes;Flagge des Schiffes;Flagge des Schiffes;Flagge des Schiffes;Flagge des Schiffes
;;year;month;Deutschland;Schiffe fremder Flagge;Deutschland;Schiffe fremder Flagge;Deutschland;Schiffe fremder Flagge
;;;;t;t;t;t;t;t
NST7-18;Sammelgut;2012;November;4;252;3884;33470;4612;42015
NST7-18;Sammelgut;2012;Dezember;171;387;5407;35598;6146;47261
NST7-18;Sammelgut;2013;Januar;57;382;4260;32223;5854;56063
NST7-18;Sammelgut;2013;Februar;8;343;4761;31895;5085;45168
NST7-18;Sammelgut;2013;März;3;519;3535;31321;6176;42310
NST7-18;Sammelgut;2013;April;156;575;5558;34129;4098;38379
NST7-18;Sammelgut;2013;Mai;61;647;4951;42814;5278;50786
NST7-18;Sammelgut;2013;Juni;63;914;5924;43736;6468;57145
NST7-18;Sammelgut;2013;Juli;34;614;4832;38667;5906;52105
NST7-18;Sammelgut;2013;August;43;452;6156;35292;4145;42402
NST7-18;Sammelgut;2013;September;7;595;4502;35097;5592;48191
NST7-18;Sammelgut;2013;Oktober;8;354;3911;30306;3456;40666
NST7-18;Sammelgut;2013;November;1;296;4469;40988;4151;38394
NST7-18;Sammelgut;2013;Dezember;13;532;5229;44640;4386;45867
NST7-18;Sammelgut;2014;Januar;2;1175;4282;47124;4834;66435
NST7-18;Sammelgut;2014;Februar;51;1624;4759;38167;7192;63673
NST7-18;Sammelgut;2014;März;40;1088;3278;34427;2687;33085
NST7-18;Sammelgut;2014;April;5;703;3610;34344;6311;30833
NST7-18;Sammelgut;2014;Mai;71;1137;5119;32850;4967;47857
NST7-18;Sammelgut;2014;Juni;38;1075;4773;26910;5049;39132
NST7-18;Sammelgut;2014;Juli;16;840;5814;32674;4761;34963
NST7-18;Sammelgut;2014;August;169;821;5390;31647;6866;50515
NST7-18;Sammelgut;2014;September;57;665;3541;23076;1628;18137
NST7-18;Sammelgut;2014;Oktober;47;411;3419;15786;2148;22159
NST7-18;Sammelgut;2014;November;51;394;2400;16012;2069;22276
NST7-18;Sammelgut;2014;Dezember;64;652;1632;29484;2828;42248
NST7-18;Sammelgut;2015;Januar;29;534;16478;52690;9596;47093
NST7-18;Sammelgut;2015;Februar;60;435;5698;43068;4312;48625
NST7-18;Sammelgut;2015;März;19;504;7564;52973;10476;55786
NST7-18;Sammelgut;2015;April;32;489;5908;42954;11449;43238
NST7-18;Sammelgut;2015;Mai;214;1380;6863;70930;11495;67648
NST7-18;Sammelgut;2015;Juni;53;691;6548;55201;6760;43212
NST7-18;Sammelgut;2015;Juli;145;1958;8248;70183;12569;48634
NST7-18;Sammelgut;2015;August;202;1645;9747;63051;10080;30621
NST7-18;Sammelgut;2015;September;23;1447;3996;59133;2200;44797
NST7-18;Sammelgut;2015;Oktober;548;1731;6742;74290;13685;51218
NST7-18;Sammelgut;2015;November;51;2392;4608;55962;2381;32741
NST7-18;Sammelgut;2015;Dezember;206;1385;4432;52263;6649;31567
NST7-18;Sammelgut;2016;Januar;266;1803;4746;52013;7198;39841
NST7-18;Sammelgut;2016;Februar;171;2110;4801;41148;5384;39891
NST7-18;Sammelgut;2016;März;46;2068;9298;51976;8336;45894
NST7-18;Sammelgut;2016;April;98;2035;5389;54470;8407;45382
NST7-18;Sammelgut;2016;Mai;130;1218;7247;43124;5115;44500
NST7-18;Sammelgut;2016;Juni;123;1017;4558;45319;1819;35119
NST7-18;Sammelgut;2016;Juli;73;607;2842;43222;971;48731
NST7-18;Sammelgut;2016;August;120;903;4840;38908;3396;37508
NST7-18;Sammelgut;2016;September;162;517;3129;33471;3137;40715
NST7-18;Sammelgut;2016;Oktober;164;441;6085;41451;4318;41165
NST7-18;Sammelgut;2016;November;80;523;5148;35030;3818;43220
NST7-18;Sammelgut;2016;Dezember;44;260;3151;34239;1380;27998
NST7-18;Sammelgut;2017;Januar;171;2023;6419;27488;7351;26054
NST7-18;Sammelgut;2017;Februar;36;410;2381;17960;995;12453
NST7-18;Sammelgut;2017;März;35;839;2193;31468;1510;29192
NST7-18;Sammelgut;2017;April;48;483;3651;27032;3031;22532
NST7-18;Sammelgut;2017;Mai;186;1195;5859;32678;2942;35690
NST7-18;Sammelgut;2017;Juni;29;564;1741;38576;2538;42494
NST7-18;Sammelgut;2017;Juli;150;780;6285;29220;4287;38168
NST7-18;Sammelgut;2017;August;54;456;2397;22893;1056;23472
NST7-18;Sammelgut;2017;September;45;334;1743;18042;1179;14989
NST7-18;Sammelgut;2017;Oktober;122;85;822;10863;279;5547
NST7-18;Sammelgut;2017;November;20;43;604;6925;198;2744
NST7-18;Sammelgut;2017;Dezember;7;62;510;6014;143;2560
NST7-18;Sammelgut;2018;Januar;46;31;418;3935;84;1858
NST7-18;Sammelgut;2018;Februar;7;18;249;3874;37;1890
NST7-18;Sammelgut;2018;März;8;16;289;59337;44;47032
NST7-18;Sammelgut;2018;April;8;31;192;58870;41;42029
NST7-18;Sammelgut;2018;Mai;14;100;401;56592;145;41342
NST7-18;Sammelgut;2018;Juni;1;12;158;61915;81;60354
NST7-18;Sammelgut;2018;Juli;154;8714;11162;145998;10917;111095
NST7-18;Sammelgut;2018;August;369;10260;13786;179841;14794;96840
NST7-18;Sammelgut;2018;September;797;6273;18405;202640;10580;121587
NST7-18;Sammelgut;2018;Oktober;994;10091;13910;294275;18985;136880
NST7-18;Sammelgut;2018;November;1949;10917;17744;153389;15752;117165
NST7-18;Sammelgut;2018;Dezember;9055;8113;18193;140733;12514;89905
NST7-18;Sammelgut;2019;Januar;12455;2087;10667;104771;6899;72966
NST7-18;Sammelgut;2019;Februar;15340;596;1694;93467;2956;67937
NST7-18;Sammelgut;2019;März;10880;1621;738;97440;3210;83659
NST7-18;Sammelgut;2019;April;22286;1939;1221;70492;5850;73994
NST7-18;Sammelgut;2019;Mai;19312;3919;472;107656;4234;82831
NST7-18;Sammelgut;2019;Juni;17212;343;1109;106494;6159;86797
NST7-18;Sammelgut;2019;Juli;17844;351;961;102542;6506;82714
NST7-18;Sammelgut;2019;August;19431;80;1063;106046;5452;67739
NST7-18;Sammelgut;2019;September;15805;3204;417;95786;4850;77513
NST7-18;Sammelgut;2019;Oktober;16534;3509;1213;87373;6039;78106
NST7-18;Sammelgut;2019;November;19103;1987;1433;112067;6554;78051
NST7-18;Sammelgut;2019;Dezember;16315;2897;132;78068;3483;55992
NST7-18;Sammelgut;2020;Januar;14888;2107;13;97922;3060;60653
NST7-18;Sammelgut;2020;Februar;13669;-;546;89094;6729;69862
NST7-18;Sammelgut;2020;März;...;...;...;...;...;...
NST7-18;Sammelgut;2020;April;...;...;...;...;...;...
NST7-18;Sammelgut;2020;Mai;...;...;...;...;...;...
NST7-18;Sammelgut;2020;Juni;...;...;...;...;...;...
NST7-18;Sammelgut;2020;Juli;...;...;...;...;...;...
NST7-18;Sammelgut;2020;August;...;...;...;...;...;...
NST7-18;Sammelgut;2020;September;...;...;...;...;...;...
NST7-18;Sammelgut;2020;Oktober;...;...;...;...;...;...
NST7-18;Sammelgut;2020;November;...;...;...;...;...;...
NST7-18;Sammelgut;2020;Dezember;...;...;...;...;...;...
NST7-19;Gutart unbekannt;2011;Januar;14838;52229;436021;1873697;334881;1657482
NST7-19;Gutart unbekannt;2011;Februar;26435;47977;344698;1963878;308516;1710091
NST7-19;Gutart unbekannt;2011;März;22828;51850;419519;2355496;372634;2166378
NST7-19;Gutart unbekannt;2011;April;25990;39542;379565;2311181;327980;1981677
NST7-19;Gutart unbekannt;2011;Mai;33444;48559;481324;2384317;406568;2071411
NST7-19;Gutart unbekannt;2011;Juni;45632;33323;419892;2190047;367014;1882386
NST7-19;Gutart unbekannt;2011;Juli;21421;64017;412100;2076639;364961;1901030
NST7-19;Gutart unbekannt;2011;August;26662;65097;380024;2020420;301413;1822644
NST7-19;Gutart unbekannt;2011;September;22864;35024;412908;2173359;347341;1956747
NST7-19;Gutart unbekannt;2011;Oktober;20683;46378;439218;2139207;345012;1993306
NST7-19;Gutart unbekannt;2011;November;18017;34283;434417;2270728;342847;2037285
NST7-19;Gutart unbekannt;2011;Dezember;21791;24552;370992;1999668;305121;1701624
NST7-19;Gutart unbekannt;2012;Januar;16258;27068;417438;2036855;371709;2075310
NST7-19;Gutart unbekannt;2012;Februar;24272;41287;523869;2516054;356321;2090782
NST7-19;Gutart unbekannt;2012;März;22406;43907;545715;2526049;357830;2110663
NST7-19;Gutart unbekannt;2012;April;20648;34402;524398;2301834;362157;2074465
NST7-19;Gutart unbekannt;2012;Mai;29822;45319;466174;2516062;327860;2063686
NST7-19;Gutart unbekannt;2012;Juni;21925;41891;482837;2492155;303180;1922885
NST7-19;Gutart unbekannt;2012;Juli;25590;39898;510448;2418705;309190;1834494
NST7-19;Gutart unbekannt;2012;August;29178;28578;390647;2041993;273676;1746055
NST7-19;Gutart unbekannt;2012;September;18281;23987;436169;1969658;318784;1781346
NST7-19;Gutart unbekannt;2012;Oktober;21942;28677;418506;1985370;252525;1822351
NST7-19;Gutart unbekannt;2012;November;18834;27023;415215;1762983;325214;1641318
NST7-19;Gutart unbekannt;2012;Dezember;19621;23293;354233;1666895;279574;1584530
NST7-19;Gutart unbekannt;2013;Januar;23791;34793;385012;1744791;325495;1738361
NST7-19;Gutart unbekannt;2013;Februar;20538;29933;332126;1856572;298112;1727434
NST7-19;Gutart unbekannt;2013;März;26229;28103;381304;2054064;286307;1890401
NST7-19;Gutart unbekannt;2013;April;29577;37536;437811;2057894;361801;1921048
NST7-19;Gutart unbekannt;2013;Mai;35817;27335;391867;2015450;319327;1864129
NST7-19;Gutart unbekannt;2013;Juni;20374;37590;431872;1944851;347184;1896948
NST7-19;Gutart unbekannt;2013;Juli;27132;30372;366711;2035182;347586;1843173
NST7-19;Gutart unbekannt;2013;August;27208;26007;408225;1756273;370958;1750588
NST7-19;Gutart unbekannt;2013;September;20336;31081;427212;1829080;355960;1839838
NST7-19;Gutart unbekannt;2013;Oktober;24660;25154;424446;2104899;406040;1985069
NST7-19;Gutart unbekannt;2013;November;17803;30044;416363;2028817;346294;1916600
NST7-19;Gutart unbekannt;2013;Dezember;15376;35045;370984;1529542;274801;1405120
NST7-19;Gutart unbekannt;2014;Januar;18937;27330;328393;1918997;299421;1908313
NST7-19;Gutart unbekannt;2014;Februar;24147;32713;367023;2100611;306893;1905671
NST7-19;Gutart unbekannt;2014;März;25788;41713;426305;2344748;334207;2148504
NST7-19;Gutart unbekannt;2014;April;26548;42150;358542;2217236;310744;1940332
NST7-19;Gutart unbekannt;2014;Mai;28704;47392;380115;2247734;319283;2034088
NST7-19;Gutart unbekannt;2014;Juni;22140;45825;338790;2158761;247505;1914785
NST7-19;Gutart unbekannt;2014;Juli;24778;58793;324458;2279204;247503;1999657
NST7-19;Gutart unbekannt;2014;August;24542;54281;314158;2146628;243873;1877261
NST7-19;Gutart unbekannt;2014;September;24714;44991;360155;2156528;322808;1832109
NST7-19;Gutart unbekannt;2014;Oktober;25549;35215;318691;2368620;292240;2055052
NST7-19;Gutart unbekannt;2014;November;21157;28525;452826;2003990;397827;1832044
NST7-19;Gutart unbekannt;2014;Dezember;17447;33138;312081;1964783;272221;1632590
NST7-19;Gutart unbekannt;2015;Januar;20031;40789;329998;1996928;290867;1744228
NST7-19;Gutart unbekannt;2015;Februar;17794;29629;312139;1886449;298952;1824340
NST7-19;Gutart unbekannt;2015;März;24737;36642;426968;2193284;340754;2001126
NST7-19;Gutart unbekannt;2015;April;22231;37112;394676;2080451;329082;1880370
NST7-19;Gutart unbekannt;2015;Mai;24087;29269;408423;2010319;334346;1805853
NST7-19;Gutart unbekannt;2015;Juni;21335;33395;429695;2090857;338680;1830116
NST7-19;Gutart unbekannt;2015;Juli;27605;43353;333277;2059163;285344;1764908
NST7-19;Gutart unbekannt;2015;August;28464;47835;315995;1998773;225668;1840832
NST7-19;Gutart unbekannt;2015;September;24045;41444;295556;2051405;262893;1794740
NST7-19;Gutart unbekannt;2015;Oktober;21696;35310;359937;2121404;332797;1883094
NST7-19;Gutart unbekannt;2015;November;20823;43671;328352;2155997;267103;1870073
NST7-19;Gutart unbekannt;2015;Dezember;27812;50542;279651;1941304;229618;1672967
NST7-19;Gutart unbekannt;2016;Januar;19538;58596;362981;2805018;333840;2388680
NST7-19;Gutart unbekannt;2016;Februar;25081;54890;357251;2851285;348081;2490097
NST7-19;Gutart unbekannt;2016;März;38575;69522;384329;3091887;353746;2677711
NST7-19;Gutart unbekannt;2016;April;29950;69526;393199;3235252;380824;2773834
NST7-19;Gutart unbekannt;2016;Mai;28840;88168;372343;3116002;320414;2569485
NST7-19;Gutart unbekannt;2016;Juni;25599;44323;447378;3043083;329403;2534377
NST7-19;Gutart unbekannt;2016;Juli;25078;84873;302580;2946254;297021;2555138
NST7-19;Gutart unbekannt;2016;August;27906;77786;372428;2951349;278671;2529205
NST7-19;Gutart unbekannt;2016;September;28414;66204;336028;3075003;303739;2660070
NST7-19;Gutart unbekannt;2016;Oktober;28419;31709;353756;2990216;304237;2521850
NST7-19;Gutart unbekannt;2016;November;26347;37456;343001;2732259;312878;2422578
NST7-19;Gutart unbekannt;2016;Dezember;18006;49250;320509;2712616;267965;2170843
NST7-19;Gutart unbekannt;2017;Januar;24556;84868;303882;2864004;287765;2528531
NST7-19;Gutart unbekannt;2017;Februar;15731;40278;324853;2718529;291008;2373552
NST7-19;Gutart unbekannt;2017;März;24729;70849;331194;3087287;279974;2790104
NST7-19;Gutart unbekannt;2017;April;33338;47406;296658;2930848;291584;2411132
NST7-19;Gutart unbekannt;2017;Mai;30006;75080;422222;2859784;342685;2098967
NST7-19;Gutart unbekannt;2017;Juni;29633;195888;342974;2919503;315569;2271014
NST7-19;Gutart unbekannt;2017;Juli;32571;63309;354069;2860786;357891;2166597
NST7-19;Gutart unbekannt;2017;August;25366;83232;317158;2976853;264698;2184484
NST7-19;Gutart unbekannt;2017;September;19768;64670;354604;2893213;853739;2644201
NST7-19;Gutart unbekannt;2017;Oktober;26004;58620;579618;3010113;467931;2292138
NST7-19;Gutart unbekannt;2017;November;25795;59579;383807;2991798;594790;2488429
NST7-19;Gutart unbekannt;2017;Dezember;25946;25387;381058;2841803;841540;2024713
NST7-19;Gutart unbekannt;2018;Januar;22206;65597;408610;2937010;387425;2582516
NST7-19;Gutart unbekannt;2018;Februar;20744;52873;425310;2972037;457036;2531407
NST7-19;Gutart unbekannt;2018;März;25938;68184;488668;3101267;493798;2558445
NST7-19;Gutart unbekannt;2018;April;29374;66373;572273;2861850;501966;2402869
NST7-19;Gutart unbekannt;2018;Mai;24134;41889;478942;2857203;372616;2480728
NST7-19;Gutart unbekannt;2018;Juni;27241;30646;366377;3151248;320558;2583111
NST7-19;Gutart unbekannt;2018;Juli;25522;110117;370953;3260510;365382;3275350
NST7-19;Gutart unbekannt;2018;August;30237;139649;348250;3204138;273027;2616342
NST7-19;Gutart unbekannt;2018;September;30106;80087;304455;3116404;268941;2728047
NST7-19;Gutart unbekannt;2018;Oktober;33822;60515;386987;3351541;298386;2710057
NST7-19;Gutart unbekannt;2018;November;52333;60893;332720;3188403;271270;2652247
NST7-19;Gutart unbekannt;2018;Dezember;42028;60679;308390;3183227;232363;2781870
NST7-19;Gutart unbekannt;2019;Januar;57627;158276;361338;3178615;278538;2795732
NST7-19;Gutart unbekannt;2019;Februar;36716;146116;357139;3157525;279527;2801715
NST7-19;Gutart unbekannt;2019;März;53218;171299;420430;3496856;305279;2915599
NST7-19;Gutart unbekannt;2019;April;50663;142305;358854;3861090;280435;3488350
NST7-19;Gutart unbekannt;2019;Mai;48038;173967;417948;3407912;347166;3045861
NST7-19;Gutart unbekannt;2019;Juni;52081;148583;427745;3069616;398771;2576096
NST7-19;Gutart unbekannt;2019;Juli;45248;193000;334249;2983660;323736;2633434
NST7-19;Gutart unbekannt;2019;August;46946;140985;324794;3051608;292056;2608747
NST7-19;Gutart unbekannt;2019;September;50873;89237;343690;3003970;312531;2652019
NST7-19;Gutart unbekannt;2019;Oktober;55048;170280;391878;3790057;363999;3642952
NST7-19;Gutart unbekannt;2019;November;56278;74224;396466;3100613;368155;2550206
NST7-19;Gutart unbekannt;2019;Dezember;43497;68896;325001;3197963;289066;2799445
NST7-19;Gutart unbekannt;2020;Januar;30899;157792;372361;3113664;311437;2672839
NST7-19;Gutart unbekannt;2020;Februar;51458;194583;434948;3069295;378543;2767657
NST7-19;Gutart unbekannt;2020;März;...;...;...;...;...;...
NST7-19;Gutart unbekannt;2020;April;...;...;...;...;...;...
NST7-19;Gutart unbekannt;2020;Mai;...;...;...;...;...;...
NST7-19;Gutart unbekannt;2020;Juni;...;...;...;...;...;...
NST7-19;Gutart unbekannt;2020;Juli;...;...;...;...;...;...
NST7-19;Gutart unbekannt;2020;August;...;...;...;...;...;...
NST7-19;Gutart unbekannt;2020;September;...;...;...;...;...;...
NST7-19;Gutart unbekannt;2020;Oktober;...;...;...;...;...;...
NST7-19;Gutart unbekannt;2020;November;...;...;...;...;...;...
NST7-19;Gutart unbekannt;2020;Dezember;...;...;...;...;...;...
NST7-20;Sonstige Güter a.n.g.;2011;Januar;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2011;Februar;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2011;März;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2011;April;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2011;Mai;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2011;Juni;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2011;Juli;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2011;August;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2011;September;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2011;Oktober;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2011;November;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2011;Dezember;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2012;Januar;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2012;Februar;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2012;März;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2012;April;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2012;Mai;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2012;Juni;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2012;Juli;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2012;August;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2012;September;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2012;Oktober;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2012;November;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2012;Dezember;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2013;Januar;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2013;Februar;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2013;März;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2013;April;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2013;Mai;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2013;Juni;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2013;Juli;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2013;August;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2013;September;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2013;Oktober;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2013;November;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2013;Dezember;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2014;Januar;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2014;Februar;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2014;März;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2014;April;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2014;Mai;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2014;Juni;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2014;Juli;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2014;August;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2014;September;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2014;Oktober;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2014;November;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2014;Dezember;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2015;Januar;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2015;Februar;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2015;März;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2015;April;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2015;Mai;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2015;Juni;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2015;Juli;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2015;August;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2015;September;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2015;Oktober;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2015;November;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2015;Dezember;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2016;Januar;-;-;-;-;-;24
NST7-20;Sonstige Güter a.n.g.;2016;Februar;-;-;-;-;-;8
NST7-20;Sonstige Güter a.n.g.;2016;März;-;-;-;-;-;5
NST7-20;Sonstige Güter a.n.g.;2016;April;-;-;-;-;-;6
NST7-20;Sonstige Güter a.n.g.;2016;Mai;-;-;-;-;-;15
NST7-20;Sonstige Güter a.n.g.;2016;Juni;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2016;Juli;-;-;-;-;-;5
NST7-20;Sonstige Güter a.n.g.;2016;August;-;-;-;-;-;-
NST7-20;Sonstige Güter a.n.g.;2016;September;-;-;-;3711;-;16359
NST7-20;Sonstige Güter a.n.g.;2016;Oktober;1;559;-;1599;-;14165
NST7-20;Sonstige Güter a.n.g.;2016;November;-;-;-;2779;2151;81947
NST7-20;Sonstige Güter a.n.g.;2016;Dezember;-;500;4200;11795;-;63493
NST7-20;Sonstige Güter a.n.g.;2017;Januar;-;310;-;1324;-;8812
NST7-20;Sonstige Güter a.n.g.;2017;Februar;-;-;-;1915;-;7137
NST7-20;Sonstige Güter a.n.g.;2017;März;200;-;-;1039;-;13022
NST7-20;Sonstige Güter a.n.g.;2017;April;166;122;-;4835;-;4976
NST7-20;Sonstige Güter a.n.g.;2017;Mai;-;497;-;1618;-;1267
NST7-20;Sonstige Güter a.n.g.;2017;Juni;-;2416;-;8147;-;4140
NST7-20;Sonstige Güter a.n.g.;2017;Juli;-;2176;-;1317;-;1520
NST7-20;Sonstige Güter a.n.g.;2017;August;-;32;-;934;-;894
NST7-20;Sonstige Güter a.n.g.;2017;September;-;75;-;1894;-;1417
NST7-20;Sonstige Güter a.n.g.;2017;Oktober;-;-;-;1435;-;1583
NST7-20;Sonstige Güter a.n.g.;2017;November;-;-;-;1087;-;1329
NST7-20;Sonstige Güter a.n.g.;2017;Dezember;-;103;-;1152;-;6254
NST7-20;Sonstige Güter a.n.g.;2018;Januar;-;1;-;911;-;1234
NST7-20;Sonstige Güter a.n.g.;2018;Februar;-;-;-;1139;-;1268
